word,phonetic,translation,tag
composition,kɒmpә'ziʃәn,"n. 作文, 创作, 组成\n[化] 成分; 组成",ielts
compound,kәm'paund,"n. 混合物, 复合词, 化合物, 院子\na. 复合的, 混合的, 化合的\nvi. 化合, 和解, 妥协\nvt. 使复合, 使化合",ielts
compress,kәm'pres,"vt. 压缩, 压紧\nvi. 受压缩小\n[计] 压缩程序",ielts
comprise,kәm'praiz,"vt. 包含, 构成",ielts
compromise,'kɒmprәmaiz,"n. 妥协, 折中, 折中方案, 和解\nvi. 妥协处理\nvt. 危害",ielts
compulsory,kәm'pʌlsәri,"a. 被强制的, 强迫的, 义务的\n[经] 强迫的, 强制的",ielts
compute,kәm'pju:t,"v. 计算, 估算\nn. 计算, 估算",ielts
computer,kәm'pju:tә,"n. 电脑, 电子计算机\n[计] 计算机",ielts
computers,,"n. 计算机, 电脑（computer的复数）",ielts
conceal,kәn'si:l,"vt. 隐藏, 掩盖, 隐瞒\n[法] 隐瞒, 隐匿, 保守秘密",ielts
concede,kәn'si:d,"vt. 承认, 退让\nvi. 让步",ielts
conceive,kәn'si:v,"vt. 构思, 认为\nvi. 怀孕",ielts
concentrate,'kɒnsәntreit,"n. 浓缩, 精选\nv. 集中, 专心",ielts
conception,kɒn'sepʃәn,"n. 观念, 概念\n[医] 妊娠, 受孕; 概念",ielts
concern,kәn'sә:n,"n. 关心, 忧虑\nvt. 与...有关, 使担心, 使挂念",ielts
concert,'kɒnsәt,"n. 音乐会, 和声, 一致\nvt. 协力, 协调\nvi. 协力\n[计] 美国北卡罗来纳州Internet网",ielts
concerted,kәn'sә:tid,"a. 商定的, 协定的, 一致的\n[法] 一致的, 协力的, 共同的",ielts
concession,kәn'seʃәn,"n. 特许, 让步, 认可\n[经] 核准, 许可, 特殊(权)",ielts
concessions,kən'seʃənz,n. （尤指由政府或雇主给予的）特许权( concession的名词复数 ); 承认; 减价; （在某地的）特许经营权,ielts
concise,kәn'sais,"a. 简洁的, 简明的",ielts
conclusion,kәn'klu:ʒәn,"n. 结论, 结尾, 推论\n[法] 缔结, 结论, 推论",ielts
concoct,kәn'kɒkt,"vt. 调合, 捏造, 编造\n[建] 调制, 混合",ielts
concrete,'kɒnkri:t,"n. 凝结物, 混凝土\na. 具体的, 实在的, 混凝土的\nv. (使)凝结, 用混凝土浇筑",ielts
condemn,kәn'dem,"vt. 判刑, 责备, 谴责\n[法] 定罪, 判刑, 宣告有罪",ielts
condense,kәn'dens,"vt. 使浓缩, 使压缩, 缩短\nvi. 浓缩, 凝结",ielts
condition,kәn'diʃәn,"n. 情况, 条件\nvt. 使健康, 以...为条件, 决定, 使适应\n[计] 条件",ielts
conditions,,"n. 形势, 情况, 环境",ielts
condolence,kәn'dәulәns,"n. 哀悼, 吊唁",ielts
conducive,kәn'dju:siv,"a. 有益于...的, 有助于...的, 助长的",ielts
confer,kәn'fә:,"vt. 授予, 带来\nvi. 协商",ielts
conference,'kɒnfәrәns,"n. 会议\n[经] 会议, 讨论会, 协商会",ielts
confess,kәn'fes,"v. 承认, 坦白, 忏悔, 供认",ielts
confidence,'kɒnfidәns,n. 信心\n[电] 可靠,ielts
confident,'kɒnfidәnt,"a. 有信心的, 有把握的",ielts
confidential,.kɒnfi'denʃәl,"a. 机密的, 获他人信赖的, 易于信任他人的\n[经] 秘密件",ielts
configuration,kәn.figju'reiʃәn,"n. 结构, 表面配置, 外形, 配置\n[计] 配置",ielts
confine,kәn'fain,"vt. 限制, 使不外出, 禁闭\nvi. 邻接, 交界\nn. 边缘, 范围, 区域",ielts
confirm,kәn'fә:m,"vt. 证实, 确定, 批准, 使巩固\n[计] 确认",ielts
confirmation,.kɒnfә'meiʃәn,"n. 证实, 证明, 批准, 确认\n[计] 确认",ielts
conflict,'kɒnflikt,"n. 战斗, 冲突, 矛盾, 争执\nvi. 争执, 战斗, 冲突, 抵触\n[计] 冲突",ielts
conform,kәn'fɒ:m,"vt. 使一致, 使遵守, 使符合\nvi. 一致, 符合, 适应",ielts
confront,kәn'frʌnt,"vt. 使面对, 对抗, 遭遇, 使对质, 比较\n[法] 对证, 使对质, 比较",ielts
confuse,kәn'fju:z,"vt. 使混乱, 使狼狈, 使困惑\n[法] 混淆",ielts
confusion,kәn'fju:ʒәn,"n. 混乱, 混淆, 无秩序\n[计] 含混",ielts
congestion,kәn'dʒestʃәn,"n. 拥挤, 充血\n[计] 拥挤, 拥塞",ielts
congress,'kɒŋgres,"n. 国会, 会议, 讨论会\n[医] 会议, 会合",ielts
congruent,'kɒŋgruәnt,"a. 适合的, 一致的, 合谐的, 全等的",ielts
conjunction,kәn'dʒʌŋkʃәn,"n. 连接词, 联合, 结合\n[计] 合取",ielts
conquer,'kɒŋkә,"vt. 克服, 征服, 战胜\nvi. 得胜",ielts
conqueror,'kɒŋkәrә,"n. 征服者, 胜利者",ielts
conquest,'kɒŋkwest,"n. 战胜, 征服, 战利品\n[法] 征服, 赢得, 获得",ielts
conscience,'kɒnʃәns,"n. 良心\n[法] 良心, 道德感, 正义感",ielts
conscientious,.kɒnʃi'enʃәs,"a. 有责任心的, 负责的, 本着良心的\n[法] 凭良心做的, 有道德感的",ielts
conscious,'kɒnʃәs,"a. 有意识的, 知觉的, 觉察的\n[医] 有意识的, 清醒的",ielts
consecutive,kәn'sekjutiv,"a. 连续的, 联贯的\n[计] 连续的; 连接的",ielts
consensus,kәn'sensәs,"n. 合意, 一致, 同感\n[计] 合意",ielts
consent,kәn'sent,"n. 同意, 许可\nvi. 同意, 赞同",ielts
consequence,'kɒnsikwәns,"n. 结果, 重要性\n[法] 结果, 后果, 推断",ielts
consequent,'kɒnsikwәnt,"n. 随后发生的事情, 结果\na. 作为结果的, 合乎逻辑的",ielts
conservation,.kɒnsә'veiʃәn,"n. 保护, 保存\n[医] 保存",ielts
Conservative,kәn'sә:vәtiv,"a. 保守的, 守旧的, 有保存力的\n[化] 防腐剂; 保存剂",ielts
conservatory,kәn'sә:vәtәri,"a. 保存性的, 有保存力的\nn. 温室, 音乐学校",ielts
conserve,kәn'sә:v,"n. 蜜饯, 果酱\nvt. 保存, 使(能量等)守恒",ielts
considerable,kәn'sidәrәbl,"a. 相当的, 可观的, 重要的",ielts
considerate,kәn'sidәrit,"a. 体贴的, 体谅的, 考虑周到的",ielts
consign,kәn'sain,"vt. 交付, 储蓄, 委托, 寄存\n[经] 托卖, 寄存, 寄销",ielts
consist,kәn'sist,"vi. 组成, 存在于, 一致",ielts
console,kәn'sәul,"vt. 安慰, 藉慰\nn. 控制台\n[计] 控制台",ielts
consolidate,kәn'sɒlideit,"vt. 巩固, 使联合, 统一\nvi. 巩固\n[计] 合并计算",ielts
conspicuous,kәn'spikjuәs,"a. 显著的, 显眼的, 出众的",ielts
conspiracy,kәn'spirәsi,"n. 同谋, 阴谋, 阴谋集团\n[法] 阴谋, 通谋, 共谋",ielts
constant,'kɒnstәnt,"n. 常数, 恒量\na. 不变的, 一定的, 时常的\n[计] 常量; 常数; 恒值",ielts
constituent,kәn'stitjuәnt,"n. 成分, 选民, 构成物\na. 构成的, 组织的, 选举的",ielts
constitute,kәn'stitjut,"vt. 构成, 组成, 任命\n[建] 构造, 组成",ielts
constitution,.kɒnsti'tju:ʃәn,"n. 构成, 宪法, 体格\n[医] 体质; 结构, 组织",ielts
constrain,kәn'strein,"vt. 强迫, 限制, 关押",ielts
constrict,kәn'strikt,"vt. 压缩, 束紧, 使收缩\nvi. 收缩",ielts
construction,kәn'strʌkʃәn,"n. 建筑, 构造, 建筑物\n[化] 施工",ielts
consult,kәn'sʌlt,"vi. 商讨, 商量, 协商, 会诊\nvt. 向...请教, 查阅, 考虑",ielts
consultant,kәn'sʌltәnt,"n. 顾问, 征询意见者\n[医] 顾问医师",ielts
consumer,kәn'sju:mә,"n. 消费者\n[经] 消费者, 用户",ielts
consumption,kәn'sʌmpʃәn,"n. 消费, 消费量, 痨病\n[化] 消耗量; 耗量",ielts
contact,'kɒntækt,"n. 联系, 交际, 熟人, 接触\nvi. 接触, 联系\nvt. 使接触",ielts
contacts,,n. 联系人；联络方式；触体（contact的复数形式）,ielts
container,kәn'teinә,"n. 容器, 集装箱\n[化] 集装箱; 贮存箱; 容器(任何一种)",ielts
contaminants,kən'tæmɪnənts,"n. 污染物, 致污物( contaminant的名词复数 )",ielts
contaminate,kәn'tæmineit,"vt. 弄污, 弄脏, 污染, 毒害\n[化] 污染",ielts
contemplate,'kɒntempleit,"vt. 注视, 沉思, 盘算\nvi. 冥思苦想",ielts
contemporary,kәn'tempәrәri,"n. 同时代的人\na. 同时代的, 属于同一时期的",ielts
contempt,kәn'tempt,"n. 轻视, 轻蔑\n[法] 藐视, 侮辱, 轻视",ielts
contend,kәn'tend,"vi. 奋斗, 斗争, 竞争\nvt. 为...斗争",ielts
content,kәn'tent,"n. 内容, 满足, 意义, 要旨\na. 满足的, 满意的\nvt. 使...满足, 使...安心\n[计] 内容",ielts
contention,kәn'teinʃәn,"n. 争论, 争辩, 所持的论点\n[计] 争用",ielts
contents,'kɒntents,n. 目录\n[计] 目录,ielts
contest,'kɒntest,"n. 竞赛, 争论\nvt. 竞争, 争取, 争辩\nvi. 竞争",ielts
context,'kɒntekst,"n. 上下文, 背景, 来龙去脉\nn. 上下文\n[计] 上下文",ielts
contingency,kәn'tindʒәnsi,"n. 偶然性, 可能性, 意外事故\n[经] 意外事故, 意外开支, 偶然事故",ielts
continuity,.kɒnti'nju:iti,n. 连续性\n[化] 连续性,ielts
contract,'kɒntrækt,"n. 合约, 婚约, 契约\nvt. 使皱缩, 使缩短, 感染, 订约, 缔结\nvi. 皱缩, 订约, 收缩",ielts
contracts,kənˈtrækts,n. 契约( contract的名词复数 ); 婚约; [法律]契约法; 行贿,ielts
contradict,.kɒntrә'dikt,"vt. 反驳, 与...抵触, 与...矛盾\nvi. 反驳",ielts
contradiction,.kɒntrә'dikʃәn,"n. 反驳, 矛盾\n[法] 矛盾, 否认, 反驳",ielts
contrast,kәn'træst,"n. 差别, 对比, 对照物\nvt. 使对比\nvi. 成对照\n[计] 反差; 对比度",ielts
contribute,kәn'tribju:t,"vt. 有助于, 捐助, 投稿\nvi. 出力, 捐献, 投稿",ielts
contribution,.kɒntri'bju:ʃәn,"n. 捐助, 捐助之物, 贡献\n[经] 贡献, 捐款, 补助品",ielts
contrive,kәn'traiv,"v. 发明, 设计, 图谋",ielts
control,kәn'trәul,"n. 控制, 管理, 克制, 控制器, 操纵装置\nvt. 控制, 操纵, 抑制\n[计] 控制; 控制器",ielts
controversial,.kɒntrә'vә:ʃәl,"a. 争论的, 论争的, 被议论的",ielts
controversy,'kɒntrәvә:si,"n. 论争, 辩论, 论战, 争论\n[法] 论战, 争论, 争吵",ielts
convene,kәn'vi:n,"vt. 集合, 召集, 召唤\nvi. 聚集, 集合",ielts
convenience,kә'vi:njәns,"n. 方便, 便利的事物, 方便的时候",ielts
convenient,kәn'vi:njәnt,"a. 方便的, 合宜的\n[法] 适当的, 合理而可行的, 方便的",ielts
convention,kәn'venʃәn,"n. 大会, 协定, 惯例, 约定\n[计] 约定",ielts
converge,kәn'vә:dʒ,"vi. 聚合, 集中于一点\nvt. 使集合",ielts
conversation,.kɒnvә'seiʃәn,"n. 会话, 说话, 交谈\n[法] 交谈, 社交, 性交",ielts
conversely,'kɔnv\\\\:sli,"adv. 相反, 逆, 颠倒, 反题, 反",ielts
conversion,kәn'vә:ʃәn,"n. 转变, 转换, 改变宗教信仰, 换位法\n[计] 转换",ielts
convert,kәn'vә:t,"n. 皈依者, 改变宗教信仰者\nvt. 使改变信仰, 转换, 兑换, 倒置\nvi. 皈依\n[计] 转换",ielts
convey,kәn'vei,"vt. 传达, 运输, 转让\n[经] 转让(财产等), 搬运",ielts
convict,kәn'vikt,"n. 囚犯, 罪犯\nvt. 宣告有罪, 使知罪",ielts
conviction,kәn'vikʃәn,"n. 定罪, 信服, 坚信\n[法] 定罪, 证明有罪, 判罪",ielts
convince,kәn'vins,"vt. 说服, 使相信\n[法] 使确信, 使信服, 使人认识错误",ielts
cooking,'kukiŋ,n. 烹饪\n[化] 熬炼; 热炼; 蒸煮,ielts
cooperate,kәu'ɒpәreit,"vi. 合作, 协力, 配合\n[化] 合作",ielts
cooperation,kәu.ɒpә'reiʃәn,"n. 合作, 协力, 配合\n[化] 合作",ielts
coordinate,kәu'ɒ:dineit,"n. 同等的人(或物), 坐标\na. 同等的, 并列的\nv. (使)协调",ielts
cop,kɒp,n. 警官\nvt. 抓住,ielts
copy,'kɒpi,"n. 副本, 摹仿, 一册\nv. 复印, 抄袭, 复制\n[计] 副本; 复制; DOS内部命令:复制文件\n将几个文件合并成一个文件, 以及将文件传至外设或在设备之间传送",ielts
cordial,'kɒ:djәl,"n. 兴奋剂, 补品\na. 热忱的, 诚恳的, 有兴奋作用的",ielts
cork,kɒ:k,"n. 软木塞, 软木树, 软木\n[化] 木栓",ielts
corporate,'kɒ:pәrit,"a. 社团的, 合伙的, 公司的\n[经] 团体的, 法人的, 社团的",ielts
corporation,.kɒ:pә'reiʃәn,"n. 公司, 合作, 法人团体\n[法] 法人团体, 社团, 法人",ielts
corps,kɒ:,"n. 军, 队, 部队, 兵种\n[医] 对, 团; 体, 物体",ielts
corpse,kɒ:ps,n. 尸体\n[医] 尸体,ielts
correlate,'kɒrәleit,"n. 有相互关系的东西, 相关物\nvt. 使有相互关系\nvi. 相关",ielts
correspond,.kɒri'spɒnd,"vi. 符合, 通信, 相当\n[法] 符合, 一致, 相当",ielts
correspondence,.kɒri'spɒndәns,"n. 相符, 通信, 信件\n[医] 对应, 相对",ielts
correspondent,.kɒri'spɒndәnt,"n. 通讯记者, 通信者\n[经] 客户, 代理商行, 代理银行",ielts
corresponding,.kɒri'spɒndiŋ,"a. 相当的, 一致的, 通信的\n[计] 对应",ielts
corrode,kә'rәud,"vt. 使腐蚀, 侵蚀, 破坏\nvi. 被侵蚀, 起腐蚀作用",ielts
corrupt,kә'rʌpt,"a. 腐败的, 贪污的, 讹误充斥的\nvt. 使腐烂, 腐蚀, 使恶化\nvi. 腐烂, 堕落",ielts
cosmic,'kɒzmik,"a. 宇宙的, 宇宙航行的, 无限的, 有秩序的\n[医] 宇宙的",ielts
cosmopolitan,",kɔzmә'pɔlitәn","a. 世界主义的, 世界性的, 全世界的, 遍生的, 不偏狭的, 卓有见识的\nn. 世界主义者, 世界性",ielts
cost,kɒst,"n. 代价, 价值, 费用\nvi. 花费\nvt. 使失去, 值, 使花费",ielts
costly,'kɒstli,"a. 昂贵的, 奢华的, 费用大的",ielts
costs,,n. 费用；诉讼费；损失（cost的复数）,ielts
costume,'kɒstju:m,"n. 装束, 服装",ielts
cosy,,a. 温暖舒适的\nn. 保暖套,ielts
cot,kɒt,"n. 行军床, 小屋, (家畜等的)棚, (家畜等的)栏\n[医] 指套; 小床",ielts
cottage,'kɒtidʒ,"n. 小屋, 茅舍",ielts
cotton,'kɒtn,"n. 棉花\nvi. 和谐, 有好感, 理解",ielts
couch,kautʃ,"n. 长沙发, 睡椅, 卧榻\nvt. 横躺, 表达\nvi. 躺下, 蹲伏",ielts
cough,kɒf,n. 咳嗽\nvi. 咳嗽\nvt. 咳出,ielts
council,'kaunsәl,"n. 会议, 委员会\n[经] 委员会",ielts
counsel,'kaunsәl,"n. 商议, 忠告, 法律顾问\nv. 商议, 劝告",ielts
counter,'kauntә,"n. 计算器, 计算者, 柜台, 筹码\na. 反方向的, 相反的\nadv. 反方向地, 相反地\n[计] 计数器; 计数字",ielts
counterbalance,'kauntә.bælәns,"vt. 使平均, 使平衡, 使弥补\nn. 平衡量, 平衡力, 势均力敌",ielts
counterfeit,'kauntәfit,"n. 赝品, 伪造品\na. 假冒的, 假装的\nv. 仿造, 伪装, 假装",ielts
counterpart,'kauntәpɑ:t,"n. 副本, 复本, 配对物, 相应物\n[经] 副本, 正副二份中之一",ielts
countries,,国家（country的复数）,ielts
country,'kʌntri,"n. 国家, 乡村, 地区, 故乡\na. 乡下的, 农村的\n[计] DOS外部命令:用于设定国家代码, 包括日期时间及货币格式",ielts
countryside,'kʌntrisaid,"n. 乡下地方, 乡下居民",ielts
coupon,'ku:pɒn,"n. 息票, 赠券\n[经] 息票, 利息单, 联票",ielts
courier,'kuriә,"n. 送快信的人, 伴游服务员\n[法] 信使, 送急件者",ielts
course,kɒ:s,"n. 课程, 路线, 过程, 一道菜, 道路\nv. 追, (使)跑",ielts
courtesy,'kә:tisi,"n. 礼貌, 谦恭, 好意\n[法] 优待, 礼貌, 恩惠",ielts
cover,'kʌvә,"n. 盖子, 封面, 藉口\nvt. 覆盖, 掩饰, 保护, 掩护, 包括\nvi. 覆盖",ielts
coverage,'kʌvәridʒ,"n. 覆盖的范围, 保险总额, 新闻报导\n[化] 可达范围; 覆盖度",ielts
coward,'kauәd,"n. 懦弱的人, 胆小的人",ielts
crack,kræk,"n. 裂缝, 爆裂声\nv. (使)爆裂, (使)裂开, (使)发出爆裂声\na. 第一流的\nadv. 啪地一声",ielts
cradle,'kreidl,"n. 摇篮, 发祥地, 孩提时代\nvt. 放在摇篮内, 抚育\nvi. 刈割",ielts
craft,kræft,"n. 技艺, 手艺, 诡计\nvt. 精心制作",ielts
cramming,'kræmiŋ,"n. 塞满, 挤满, 填鸭式教学法",ielts
crash,kræʃ,"n. 哗啦声, 猛撞, 崩溃, 粗布\nv. 撞碎, 破碎, (使)...坠毁\na. 速成的\n[计] 崩溃",ielts
crater,'kreitә,"n. 火山口, 环行山, 弹坑\n[化] 焊口; 火山石; 弧坑; 焰口",ielts
crawl,krɒ:l,"n. 爬行, 匍匐而行, 养鱼池\nv. 爬行",ielts
cream,kri:m,"n. 乳酪, 奶油, 面霜\n[医] 乳油, 乳皮; 乳膏, 霜",ielts
crease,kri:s,"n. 皱痕, 折痕\nv. (使)起皱痕",ielts
create,kri:'eit,"vt. 创造, 建造, 引起, 任命",ielts
creation,kri:'eiʃәn,"n. 创造, 创作物, 发明\n[化] 产生",ielts
credentials,,"n. 信任状, 国书, 文件, 身份证明, 证书\n[法] 信用证, 国书, 证书",ielts
credible,'kredәbl,"a. 可信的, 可靠的\n[法] 可信的, 可靠的",ielts
credit,'kredit,"n. 信用, 信任, 荣誉, 贷款, 学分\nvt. 归功于, 赞颂, 信任, 相信\n[计] 信用量",ielts
creep,kri:p,"n. 爬, 徐行, 蠕动\nvi. 爬, 蔓延, 潜行",ielts
crevice,'krevis,n. 裂缝\n[医] 缝,ielts
cricket,'krikit,"n. 蟋蟀, 板球",ielts
crime,kraim,"n. 犯罪, 罪行, 罪恶\n[法] 犯罪, 罪, 罪恶",ielts
criminal,'kriminәl,"n. 罪犯, 犯人, 刑事\na. 犯了罪的, 刑事的, 有罪的",ielts
cripple,'kripl,"n. 跛者, 残废\nvt. 使跛, 使成残废, 削弱\na. 跛的, 残废的",ielts
crisis,'kraisis,"n. 危机, 危险期, 紧要关头\n[医] 危象; 骤退, 临界, 极期",ielts
crisp,krisp,"a. 脆的, 新鲜的, 活泼的\nv. (使)烘脆, (使)拳曲, (使)起皱\nn. 松脆物",ielts
criterion,krai'tiәriәn,"n. 标准, 准则, 规范\n[化] 判据",ielts
critical,'kritikәl,"a. 批评的, 决定性的, 危险的, 临界的\n[医] 危象的; 临界的, 极期的",ielts
crocodile,'krɒkәdail,n. 鳄鱼,ielts
crooked,'krukid,"a. 弯曲的, 歪的, 邪恶的",ielts
crops,,[医] 分批出现(疹),ielts
crouch,'krautʃ,"n. 蹲伏, 蜷缩\nvi. 蹲下, 蜷着, 缩着\nvt. 低头",ielts
crown,kraun,"n. 王冠, 王权, 顶点\nvt. 使成王, 加冕, 居...之顶",ielts
crucial,'kru:ʃәl,"a. 决定性的, 重要的, 严厉的\n[医] 十字形的; 决断的, 定局的",ielts
crude,kru:d,"a. 天然的, 未成熟的, 粗糙的, 粗鲁的\nn. 天然的物质",ielts
cruise,kru:z,"n. 巡航, 巡弋, 漫游\nv. 巡航, 巡弋, 漫游",ielts
crumb,krʌm,"n. 碎屑, 面包屑, 少许\nvt. 捏碎, 弄碎",ielts
crumble,'krʌmbl,"v. (使)粉碎, (使)成为碎屑, 瓦解, 崩溃, 败落",ielts
crumple,'krʌmpl,"vt. 弄皱, 压皱\nvi. 崩溃, 变皱",ielts
crush,krʌʃ,"n. 压碎, 粉碎, 群众, 迷恋\nvt. 压破, 征服, 塞, 弄皱, 榨出\nvi. 被压碎, 起皱, 挤",ielts
crust,krʌst,"n. 外壳, 坚硬外皮, 面包皮\nvt. 盖以硬皮\nvi. 结硬皮",ielts
crystal,'kristl,"n. 水晶, 水晶装饰品, 结晶\na. 水晶的, 水晶一样的, 透明的",ielts
cube,kju:b,"n. 立方体, 立方\n[机] 立方体, 立方",ielts
cucumber,'kju:kәmbә,"n. 黄瓜\n[医] 黄瓜, 胡瓜",ielts
cue,kju:,"n. 提示, 线索\nvt. 给...暗示(或提示)\n[计] 尾接指令",ielts
culminate,'kʌlmineit,"vi. 到绝顶, 达于极点, 达到高潮\nvt. 使到绝顶, 使达到高潮",ielts
cultivate,'kʌltiveit,"vt. 培养, 耕作",ielts
cultivation,.kʌlti'veiʃәn,"n. 教化, 培养, 耕作\n[医] 培养[法]",ielts
cultural,'kʌltʃәrәl,"a. 文化的, 教养的, 修养的\n[医] 培养的",ielts
culture,'kʌltʃә,"n. 文化, 修养, 耕种\nvt. 耕种, 培养",ielts
cumbersome,'kʌmbәsәm,"a. 笨重的, 麻烦的, 累赘的",ielts
cumulative,'kju:mjulәtiv,"a. 累积的\n[医] 蓄积的, 累积的",ielts
cunning,'kʌniŋ,"a. 狡猾的, 巧妙的, 可爱的\n[法] 狡猾的的, 狡诈的, 熟练的",ielts
cup,kʌp,"n. 杯子, 茶杯, 优胜杯\nvt. 使成杯状, 为...拔火罐",ielts
cupboard,'kʌpbɒ:d,"n. 食橱, 碗柜, 餐具柜",ielts
cups,,n. 拨火罐（器具）；杯子（cup的复数形式）,ielts
curb,kә:b,"n. 抑制, 勒马绳, 边石\nvt. 抑制, 束缚, 勒住",ielts
cure,kjuә,"n. 治疗, 治愈, 治疗法\nvt. 治疗, 治愈, 改正, 腌制, 加工处理, 使硫化\nvi. 受治疗, 被加工处理, 被硫化",ielts
curl,kә:l,"n. 拳曲, 鬈发\nvt. 弄卷\nvi. 拳曲, 弯曲",ielts
curly,'kә:li,"a. 拳曲的, 卷毛的, 弯曲的",ielts
currency,'kʌrәnsi,"n. 货币, 通货, 流通, 通用\n[计] 货币, 货币型",ielts
current,'kʌrәnt,"n. 涌流, 趋势, 流\na. 流通的, 现在的, 当前的, 流行的\n[计] 当前的",ielts
curriculum,kә'rikjulәm,"n. 课程\n[医] 课程, 学程",ielts
curse,kә:s,"n. 咒骂, 诅咒\nvt. 诅咒, 咒骂",ielts
curtail,kә:'teil,"vt. 缩减, 剥夺, 简略\n[法] 剥夺特权",ielts
curtains,'kә:tәnz,n. [俚]灾难；窗帘（curtain的复数）,ielts
curve,kә:v,"n. 曲线, 弯曲, 曲线球\nvt. 弯, 使弯曲\nvi. 成曲形",ielts
cushion,'kuʃәn,"n. 垫子, 橡皮软垫\nvt. 加垫褥, 缓冲, 掩盖",ielts
custodian,kʌ'stәudjәn,"n. 管理人, 保管人, 监护人\n[经] 保管人, 管理人",ielts
custom,'kʌstәm,"n. 习惯, 风俗, 海关, 自定义\na. 定制的\n[计] 定制; 自定义",ielts
customary,'kʌstәmәri,"a. 习惯的, 惯常的\n[经] 通常的, 习惯的",ielts
customer,'kʌstәmә,n. 消费者\n[化] 顾客,ielts
customers,,n. 客户；顾客（customer的复数）,ielts
cut,kʌt,"n. 切口, 割伤, 降低, 切, 割, 砍, 削, 伤口, 削减, 缩短, 删节, 通路\na. 经切割的, 缩减的\nvt. 切, 割, 减少, 刺痛, 开辟, 雕刻, 删节, 缩短, 停止, 排斥, 切断, 关, 显出\nvi. 切, 割, 砍, 刺痛, 相交, 抄近路, 剪辑\n[计] 剪切",ielts
cute,kju:t,"a. 可爱的, 聪明的, 伶俐的\n[医] 品他病",ielts
cutting,'kʌtiŋ,"n. 切断, 切下, 路堑\n[化] 切屑",ielts
cycle,'saikl,"n. 周期, 循环, 自行车, 一段时间, 整套\nvi. 循环, 轮转, 骑自行车\nvt. 使循环, 使轮转\n[计] 环路; 周期; 循环",ielts
cycling,'saikliŋ,"n. 骑脚踏车兜风, 骑脚踏车消遣\n[机] 循环操作",ielts
cylinder,'silindә,"n. 圆筒, 圆筒状物, 汽缸, 柱面\n[计] 柱面",ielts
cynical,'sinikәl,"a. 愤世嫉俗的, 讽刺的, 冷嘲的",ielts
daily,'deili,"a. 每日的, 日常的\nadv. 每日地, 日常地\nn. 日报",ielts
dairy,'dєәri,"n. 牛奶公司, 乳品店, 乳牛场",ielts
dam,dæm,"n. 水坝, 障碍\nv. 控制, 筑坝\n[计] 直接存取法",ielts
damage,'dæmidʒ,"n. 损害, 伤害\nv. 损害",ielts
damages,,n. 赔偿金\n[经] 损害赔偿; 伤害,ielts
damp,dæmp,"n. 潮湿, 湿气\na. 潮湿的\nvt. 使潮湿, 使阻尼, 抑止\nvi. 变潮湿, 衰减",ielts
dancer,'dɑ:nsә,"n. 舞蹈演员, 跳舞者",ielts
danger,'deindʒә,"n. 危险, 威胁\n[法] 危险, 危险物, 危机",ielts
dangerous,'deindʒәrәs,"a. 危险的\n[法] 危险的, 危害的",ielts
dark,dɑ:k,"n. 黑暗, 夜, 黄昏, 模糊\na. 黑暗的, 暗的, 深色的, 隐密的, 模糊的, 无知的",ielts
dart,dɑ:t,"n. 飞镖, 投射\nvt. 投射\nvi. 疾走, 突进",ielts
dash,dæʃ,"n. 冲撞, 破折号, 短跑\nvi. 猛冲, 冲撞\nvt. 泼溅, 使猛撞, 搀和, 使破灭, 使沮丧",ielts
data,'deitә,"pl. 资料, 数据\n[计] 数据; DOS内部命令:用于显示或设定系统的日期",ielts
database,'deitәbeis,n. 数据库\n[计] 数据库,ielts
date,deit,"n. 日期, 约会, 枣椰树\nvt. 约会, 定日期\nvi. 注明日期, 过时",ielts
dawn,dɒ:n,"n. 破晓, 黎明\nvi. 破晓",ielts
day,dei,"n. 天, 日子, 白天, 工作日\n[医] 日(一昼夜), 昼, 白天",ielts
dazzle,'dæzl,"v. (使)眼花, 炫耀\nn. 耀眼",ielts
deadline,'dedlain,"n. 最后期限, 截止期限\n[经] 截止日期",ielts
deadlock,'dedlɒk,"n. 僵局, 停顿\nv. (使)停顿, (使)相持不下\n[计] 死锁",ielts
deadly,'dedli,"a. 致命的, 致死的\nadv. 非常, 如死一般地",ielts
deaf,def,a. 聋的\n[医] 聋的,ielts
dean,di:n,"n. 院长, 主持牧师\n[法] 外交团长, 学院院长, 教务长",ielts
dearth,dә:θ,"n. 缺乏, 粮食不足, 饥馑",ielts
debris,'deibri:,"n. 碎片, 残骸\n[医] 碎屑",ielts
debt,det,"n. 债务, 罪过\n[经] 借款, 欠款, 债务",ielts
decade,'dekeid,"n. 十年, 十",ielts
decay,di'kei,"n. 衰退, 腐败\nv. (使)衰退, (使)腐败",ielts
deceive,di'si:v,"v. 欺骗, 行骗",ielts
December,di'sembә,n. 十二月,ielts
decent,'di:sәnt,"a. 有分寸的, 得体的, 大方的",ielts
decimal,'desimәl,"a. 十进位的, 小数的\nn. 十进制, 小数\n[计] 十进制, 小数点",ielts
decipher,di'saifә,"vt. 译解, 解释\nn. 密电译文",ielts
decision,di'siʒәn,"n. 决定, 决心, 决断\n[计] 判定",ielts
deck,dek,"n. 甲板, (汽车后部的)行李仓\nvt. 装饰, 打扮, 装甲板\n[计] 纸牌背面图案",ielts
declaration,.deklә'reiʃәn,"n. 宣告, 说明, 宣布\n[计] 说明",ielts
